Date,Product_Line,Defect_Type,Shift,Inspector,Units_Inspected,Defects_Found,Pass,Defect_Rate_%
2023-05-10,Assembly A,Dimensional Error,Morning,Inspector 1,160,12,0,7.5
2023-05-10,Component Y,No Defect,Afternoon,Inspector 3,232,0,1,0.0
2023-05-12,Assembly B,No Defect,Morning,Inspector 1,87,0,1,0.0
2023-05-12,Component Y,No Defect,Morning,Inspector 3,58,0,1,0.0
2023-05-12,Assembly B,No Defect,Afternoon,Inspector 4,130,0,1,0.0
2023-05-13,Component X,No Defect,Night,Inspector 3,195,0,1,0.0
2023-05-16,Assembly A,No Defect,Morning,Inspector 4,222,0,1,0.0
2023-05-17,Component Y,No Defect,Afternoon,Inspector 2,135,0,1,0.0
2023-05-18,Component X,No Defect,Night,Inspector 2,143,0,1,0.0
2023-05-18,Component X,No Defect,Morning,Inspector 1,176,0,1,0.0
2023-05-18,Assembly A,No Defect,Morning,Inspector 2,55,0,1,0.0
2023-05-18,Assembly A,No Defect,Morning,Inspector 2,232,0,1,0.0
2023-05-19,Sub-System Z,No Defect,Morning,Inspector 4,195,0,1,0.0
2023-05-20,Sub-System Z,No Defect,Night,Inspector 4,148,0,1,0.0
2023-05-20,Component Y,No Defect,Afternoon,Inspector 3,202,0,1,0.0
2023-05-20,Assembly B,Surface Defect,Afternoon,Inspector 1,161,5,0,3.11
2023-05-21,Component X,No Defect,Morning,Inspector 3,130,0,1,0.0
2023-05-21,Assembly B,No Defect,Morning,Inspector 4,256,0,1,0.0
2023-05-21,Assembly B,No Defect,Morning,Inspector 4,109,0,1,0.0
2023-05-22,Component Y,No Defect,Morning,Inspector 2,290,0,1,0.0
2023-05-22,Assembly A,No Defect,Night,Inspector 3,137,0,1,0.0
2023-05-23,Component Y,No Defect,Afternoon,Inspector 4,288,0,1,0.0
2023-05-23,Assembly A,No Defect,Afternoon,Inspector 3,193,0,1,0.0
2023-05-23,Component X,Dimensional Error,Night,Inspector 1,86,9,0,10.47
2023-05-24,Component Y,No Defect,Night,Inspector 1,68,0,1,0.0
2023-05-24,Assembly B,Dimensional Error,Afternoon,Inspector 4,63,12,0,19.05
2023-05-24,Sub-System Z,Surface Defect,Morning,Inspector 4,172,5,0,2.91
2023-05-25,Sub-System Z,No Defect,Afternoon,Inspector 1,100,0,1,0.0
2023-05-25,Component X,No Defect,Afternoon,Inspector 2,230,0,1,0.0
2023-05-26,Component Y,No Defect,Afternoon,Inspector 3,57,0,1,0.0
2023-05-26,Assembly A,No Defect,Morning,Inspector 4,80,0,1,0.0
2023-05-26,Component X,No Defect,Night,Inspector 3,226,0,1,0.0
2023-05-27,Component X,No Defect,Night,Inspector 4,197,0,1,0.0
2023-05-27,Assembly B,Material Flaw,Afternoon,Inspector 2,168,10,0,5.95
2023-05-27,Component Y,No Defect,Morning,Inspector 2,297,0,1,0.0
2023-05-27,Component X,No Defect,Morning,Inspector 3,287,0,1,0.0
2023-05-28,Component Y,No Defect,Night,Inspector 3,115,0,1,0.0
2023-05-28,Assembly A,Material Flaw,Afternoon,Inspector 2,127,7,0,5.51
2023-05-28,Sub-System Z,No Defect,Night,Inspector 4,71,0,1,0.0
2023-05-29,Component X,Material Flaw,Night,Inspector 3,205,11,0,5.37
2023-05-29,Assembly A,No Defect,Afternoon,Inspector 4,174,0,1,0.0
2023-05-30,Assembly B,No Defect,Morning,Inspector 4,219,0,1,0.0
2023-05-31,Component Y,Assembly Fault,Morning,Inspector 3,194,2,0,1.03
2023-06-01,Assembly B,No Defect,Morning,Inspector 4,299,0,1,0.0
2023-06-01,Assembly B,No Defect,Afternoon,Inspector 2,289,0,1,0.0
2023-06-01,Sub-System Z,Surface Defect,Night,Inspector 4,162,3,0,1.85
2023-06-02,Component X,Surface Defect,Afternoon,Inspector 1,224,7,0,3.12
2023-06-02,Sub-System Z,Material Flaw,Afternoon,Inspector 2,243,6,0,2.47
2023-06-02,Assembly B,No Defect,Morning,Inspector 2,135,0,1,0.0
2023-06-02,Component X,No Defect,Afternoon,Inspector 4,71,0,1,0.0
2023-06-03,Assembly B,Assembly Fault,Afternoon,Inspector 1,136,8,0,5.88
2023-06-03,Component X,No Defect,Morning,Inspector 1,255,0,1,0.0
2023-06-03,Sub-System Z,No Defect,Night,Inspector 2,108,0,1,0.0
2023-06-03,Component Y,No Defect,Morning,Inspector 3,174,0,1,0.0
2023-06-03,Assembly B,No Defect,Morning,Inspector 1,126,0,1,0.0
2023-06-04,Assembly A,No Defect,Morning,Inspector 4,95,0,1,0.0
2023-06-04,Assembly B,Dimensional Error,Night,Inspector 1,221,5,0,2.26
2023-06-05,Assembly B,No Defect,Night,Inspector 1,133,0,1,0.0
2023-06-05,Component Y,No Defect,Morning,Inspector 4,226,0,1,0.0
2023-06-05,Assembly B,No Defect,Morning,Inspector 2,86,0,1,0.0
2023-06-05,Sub-System Z,No Defect,Morning,Inspector 3,149,0,1,0.0
2023-06-06,Component X,Dimensional Error,Afternoon,Inspector 3,255,4,0,1.57
2023-06-06,Component Y,No Defect,Afternoon,Inspector 3,144,0,1,0.0
2023-06-07,Component Y,No Defect,Morning,Inspector 4,253,0,1,0.0
2023-06-07,Component X,No Defect,Morning,Inspector 2,200,0,1,0.0
2023-06-07,Assembly A,No Defect,Morning,Inspector 3,105,0,1,0.0
2023-06-08,Component X,No Defect,Morning,Inspector 3,132,0,1,0.0
2023-06-08,Component X,No Defect,Morning,Inspector 2,180,0,1,0.0
2023-06-09,Component X,Surface Defect,Morning,Inspector 4,125,1,0,0.8
2023-06-09,Component X,No Defect,Afternoon,Inspector 2,94,0,1,0.0
2023-06-09,Assembly B,No Defect,Afternoon,Inspector 4,160,0,1,0.0
2023-06-10,Sub-System Z,No Defect,Afternoon,Inspector 2,104,0,1,0.0
2023-06-10,Sub-System Z,No Defect,Afternoon,Inspector 3,259,0,1,0.0
2023-06-10,Assembly A,Material Flaw,Morning,Inspector 1,296,8,0,2.7
2023-06-10,Assembly A,No Defect,Night,Inspector 2,203,0,1,0.0
2023-06-10,Assembly A,No Defect,Morning,Inspector 2,60,0,1,0.0
2023-06-10,Sub-System Z,No Defect,Afternoon,Inspector 1,176,0,1,0.0
2023-06-10,Assembly B,Surface Defect,Night,Inspector 3,229,4,0,1.75
2023-06-10,Component X,No Defect,Afternoon,Inspector 4,296,0,1,0.0
2023-06-10,Component X,Dimensional Error,Morning,Inspector 2,272,6,0,2.21
2023-06-11,Assembly A,Dimensional Error,Night,Inspector 4,67,3,0,4.48
2023-06-11,Assembly B,No Defect,Afternoon,Inspector 3,97,0,1,0.0
2023-06-11,Assembly B,No Defect,Morning,Inspector 4,139,0,1,0.0
2023-06-12,Component Y,No Defect,Afternoon,Inspector 4,193,0,1,0.0
2023-06-12,Sub-System Z,Material Flaw,Morning,Inspector 4,82,14,0,17.07
2023-06-13,Assembly A,No Defect,Afternoon,Inspector 2,174,0,1,0.0
2023-06-13,Assembly B,No Defect,Afternoon,Inspector 1,231,0,1,0.0
2023-06-13,Component Y,No Defect,Night,Inspector 3,273,0,1,0.0
2023-06-14,Sub-System Z,No Defect,Afternoon,Inspector 2,111,0,1,0.0
2023-06-14,Sub-System Z,Dimensional Error,Morning,Inspector 1,150,4,0,2.67
2023-06-15,Component X,No Defect,Morning,Inspector 3,299,0,1,0.0
2023-06-16,Sub-System Z,No Defect,Morning,Inspector 2,218,0,1,0.0
2023-06-17,Component X,Material Flaw,Morning,Inspector 4,254,4,0,1.57
2023-06-17,Sub-System Z,No Defect,Afternoon,Inspector 2,65,0,1,0.0
2023-06-17,Component X,No Defect,Morning,Inspector 3,129,0,1,0.0
2023-06-18,Assembly B,No Defect,Morning,Inspector 3,239,0,1,0.0
2023-06-19,Assembly A,Assembly Fault,Night,Inspector 4,279,8,0,2.87
2023-06-19,Assembly B,Surface Defect,Night,Inspector 1,190,2,0,1.05
2023-06-19,Sub-System Z,No Defect,Afternoon,Inspector 3,206,0,1,0.0
2023-06-20,Assembly B,No Defect,Night,Inspector 3,169,0,1,0.0
2023-06-20,Component X,No Defect,Afternoon,Inspector 1,144,0,1,0.0
2023-06-20,Assembly A,Assembly Fault,Afternoon,Inspector 4,120,8,0,6.67
2023-06-21,Component X,Material Flaw,Afternoon,Inspector 4,68,5,0,7.35
2023-06-21,Sub-System Z,Dimensional Error,Night,Inspector 3,132,8,0,6.06
2023-06-21,Component Y,No Defect,Afternoon,Inspector 1,159,0,1,0.0
2023-06-22,Component X,No Defect,Morning,Inspector 2,186,0,1,0.0
2023-06-22,Assembly A,Assembly Fault,Night,Inspector 1,68,4,0,5.88
2023-06-22,Assembly B,No Defect,Afternoon,Inspector 4,296,0,1,0.0
2023-06-22,Sub-System Z,No Defect,Afternoon,Inspector 2,197,0,1,0.0
2023-06-22,Component Y,No Defect,Morning,Inspector 3,127,0,1,0.0
2023-06-23,Sub-System Z,Material Flaw,Afternoon,Inspector 3,109,10,0,9.17
2023-06-24,Component Y,No Defect,Night,Inspector 4,141,0,1,0.0
2023-06-24,Component Y,Dimensional Error,Afternoon,Inspector 3,298,7,0,2.35
2023-06-24,Assembly B,Material Flaw,Afternoon,Inspector 2,292,13,0,4.45
2023-06-24,Assembly A,No Defect,Night,Inspector 3,123,0,1,0.0
2023-06-24,Sub-System Z,No Defect,Morning,Inspector 1,210,0,1,0.0
2023-06-26,Component X,No Defect,Morning,Inspector 4,105,0,1,0.0
2023-06-26,Assembly A,No Defect,Afternoon,Inspector 4,88,0,1,0.0
2023-06-26,Component X,No Defect,Night,Inspector 1,135,0,1,0.0
2023-06-26,Component Y,No Defect,Morning,Inspector 2,264,0,1,0.0
2023-06-26,Sub-System Z,No Defect,Afternoon,Inspector 3,276,0,1,0.0
2023-06-26,Component X,No Defect,Afternoon,Inspector 1,79,0,1,0.0
2023-06-27,Assembly B,No Defect,Afternoon,Inspector 1,159,0,1,0.0
2023-06-28,Assembly A,No Defect,Afternoon,Inspector 1,137,0,1,0.0
2023-06-28,Component Y,No Defect,Morning,Inspector 4,60,0,1,0.0
2023-06-30,Component Y,Dimensional Error,Morning,Inspector 2,227,9,0,3.96
2023-06-30,Assembly B,No Defect,Afternoon,Inspector 4,53,0,1,0.0
2023-06-30,Component Y,No Defect,Night,Inspector 1,283,0,1,0.0
2023-07-01,Assembly B,Dimensional Error,Night,Inspector 1,251,13,0,5.18
2023-07-01,Assembly A,Dimensional Error,Afternoon,Inspector 4,185,9,0,4.86
2023-07-01,Component Y,Surface Defect,Night,Inspector 1,277,10,0,3.61
2023-07-01,Component X,Surface Defect,Afternoon,Inspector 2,245,3,0,1.22
2023-07-01,Component X,Dimensional Error,Night,Inspector 3,175,3,0,1.71
2023-07-01,Component Y,Dimensional Error,Morning,Inspector 3,133,8,0,6.02
2023-07-01,Assembly B,No Defect,Afternoon,Inspector 4,122,0,1,0.0
2023-07-02,Assembly A,Surface Defect,Morning,Inspector 3,269,11,0,4.09
2023-07-03,Assembly B,Assembly Fault,Morning,Inspector 2,272,11,0,4.04
2023-07-04,Component Y,No Defect,Night,Inspector 1,129,0,1,0.0
2023-07-04,Component X,No Defect,Night,Inspector 4,226,0,1,0.0
2023-07-05,Assembly A,No Defect,Night,Inspector 1,181,0,1,0.0
2023-07-06,Assembly B,No Defect,Morning,Inspector 4,284,0,1,0.0
2023-07-06,Component Y,No Defect,Morning,Inspector 2,77,0,1,0.0
2023-07-06,Component Y,No Defect,Night,Inspector 4,223,0,1,0.0
2023-07-06,Sub-System Z,No Defect,Night,Inspector 4,196,0,1,0.0
2023-07-06,Component Y,Dimensional Error,Night,Inspector 4,180,13,0,7.22
2023-07-07,Assembly B,No Defect,Night,Inspector 4,65,0,1,0.0
2023-07-07,Sub-System Z,No Defect,Night,Inspector 1,83,0,1,0.0
2023-07-07,Sub-System Z,No Defect,Afternoon,Inspector 4,213,0,1,0.0
2023-07-07,Assembly B,Surface Defect,Night,Inspector 2,267,4,0,1.5
2023-07-08,Sub-System Z,No Defect,Night,Inspector 3,125,0,1,0.0
2023-07-09,Sub-System Z,Surface Defect,Afternoon,Inspector 2,292,3,0,1.03
2023-07-10,Assembly A,Assembly Fault,Afternoon,Inspector 4,258,3,0,1.16
2023-07-10,Sub-System Z,Surface Defect,Morning,Inspector 1,95,4,0,4.21
2023-07-10,Assembly A,Dimensional Error,Morning,Inspector 1,176,8,0,4.55
2023-07-11,Component X,No Defect,Afternoon,Inspector 1,229,0,1,0.0
2023-07-11,Assembly A,Assembly Fault,Afternoon,Inspector 3,149,4,0,2.68
2023-07-11,Component Y,No Defect,Morning,Inspector 3,129,0,1,0.0
2023-07-12,Component Y,No Defect,Afternoon,Inspector 3,78,0,1,0.0
2023-07-12,Component Y,No Defect,Afternoon,Inspector 1,79,0,1,0.0
2023-07-12,Component Y,No Defect,Afternoon,Inspector 4,195,0,1,0.0
2023-07-13,Component X,Dimensional Error,Night,Inspector 3,97,4,0,4.12
2023-07-13,Component Y,No Defect,Afternoon,Inspector 2,228,0,1,0.0
2023-07-13,Component X,No Defect,Night,Inspector 3,171,0,1,0.0
2023-07-13,Assembly A,Assembly Fault,Afternoon,Inspector 1,271,3,0,1.11
2023-07-13,Sub-System Z,No Defect,Afternoon,Inspector 3,185,0,1,0.0
2023-07-14,Component Y,Dimensional Error,Night,Inspector 1,231,2,0,0.87
2023-07-14,Component Y,No Defect,Night,Inspector 1,155,0,1,0.0
2023-07-15,Assembly A,No Defect,Morning,Inspector 2,259,0,1,0.0
2023-07-15,Assembly B,No Defect,Night,Inspector 2,220,0,1,0.0
2023-07-15,Assembly B,No Defect,Night,Inspector 2,176,0,1,0.0
2023-07-16,Assembly A,Dimensional Error,Night,Inspector 1,286,2,0,0.7
2023-07-17,Component Y,No Defect,Afternoon,Inspector 4,114,0,1,0.0
2023-07-18,Assembly B,No Defect,Morning,Inspector 2,181,0,1,0.0
2023-07-18,Component X,No Defect,Morning,Inspector 4,109,0,1,0.0
2023-07-18,Component X,Assembly Fault,Afternoon,Inspector 3,265,2,0,0.75
2023-07-18,Sub-System Z,Dimensional Error,Afternoon,Inspector 1,222,3,0,1.35
2023-07-18,Sub-System Z,No Defect,Afternoon,Inspector 1,116,0,1,0.0
2023-07-19,Sub-System Z,No Defect,Afternoon,Inspector 3,170,0,1,0.0
2023-07-19,Assembly A,No Defect,Night,Inspector 3,203,0,1,0.0
2023-07-19,Assembly B,No Defect,Night,Inspector 2,200,0,1,0.0
2023-07-19,Assembly B,No Defect,Night,Inspector 3,226,0,1,0.0
2023-07-20,Assembly B,Dimensional Error,Afternoon,Inspector 4,69,7,0,10.14
2023-07-20,Assembly A,Surface Defect,Night,Inspector 3,175,4,0,2.29
2023-07-20,Assembly A,No Defect,Afternoon,Inspector 3,153,0,1,0.0
2023-07-20,Assembly A,No Defect,Morning,Inspector 4,289,0,1,0.0
2023-07-21,Assembly B,Dimensional Error,Afternoon,Inspector 4,265,12,0,4.53
2023-07-21,Assembly B,No Defect,Night,Inspector 1,184,0,1,0.0
2023-07-21,Component Y,Material Flaw,Night,Inspector 3,116,10,0,8.62
2023-07-21,Component X,Material Flaw,Afternoon,Inspector 1,258,11,0,4.26
2023-07-22,Sub-System Z,No Defect,Night,Inspector 3,96,0,1,0.0
2023-07-23,Sub-System Z,No Defect,Night,Inspector 3,183,0,1,0.0
2023-07-23,Component X,Material Flaw,Night,Inspector 4,155,13,0,8.39
2023-07-24,Component X,No Defect,Afternoon,Inspector 4,168,0,1,0.0
2023-07-24,Assembly A,Assembly Fault,Night,Inspector 2,293,13,0,4.44
2023-07-24,Assembly A,No Defect,Night,Inspector 4,102,0,1,0.0
2023-07-26,Component Y,No Defect,Afternoon,Inspector 2,180,0,1,0.0
2023-07-26,Assembly B,No Defect,Afternoon,Inspector 3,268,0,1,0.0
2023-07-26,Assembly A,No Defect,Morning,Inspector 3,267,0,1,0.0
2023-07-26,Sub-System Z,No Defect,Afternoon,Inspector 4,193,0,1,0.0
2023-07-27,Component X,Surface Defect,Afternoon,Inspector 3,215,10,0,4.65
2023-07-27,Sub-System Z,No Defect,Morning,Inspector 3,126,0,1,0.0
2023-07-27,Assembly A,Surface Defect,Morning,Inspector 1,237,10,0,4.22
2023-07-27,Assembly A,Dimensional Error,Morning,Inspector 4,191,12,0,6.28
2023-07-28,Sub-System Z,Dimensional Error,Morning,Inspector 3,171,8,0,4.68
2023-07-28,Assembly A,Assembly Fault,Morning,Inspector 3,205,8,0,3.9
2023-07-28,Assembly A,Material Flaw,Night,Inspector 3,219,3,0,1.37
2023-07-29,Assembly A,Dimensional Error,Morning,Inspector 3,188,9,0,4.79
2023-07-29,Assembly A,No Defect,Night,Inspector 3,72,0,1,0.0
2023-07-29,Assembly A,No Defect,Afternoon,Inspector 4,215,0,1,0.0
2023-07-29,Component X,No Defect,Afternoon,Inspector 3,53,0,1,0.0
2023-07-29,Component Y,No Defect,Morning,Inspector 1,61,0,1,0.0
2023-07-29,Assembly A,Dimensional Error,Morning,Inspector 3,221,8,0,3.62
2023-07-29,Component X,No Defect,Morning,Inspector 3,77,0,1,0.0
2023-07-29,Assembly A,Assembly Fault,Night,Inspector 4,285,4,0,1.4
2023-07-29,Component X,No Defect,Morning,Inspector 4,220,0,1,0.0
2023-07-30,Component X,Dimensional Error,Night,Inspector 2,54,5,0,9.26
2023-07-30,Assembly B,No Defect,Afternoon,Inspector 4,131,0,1,0.0
2023-07-31,Sub-System Z,Surface Defect,Morning,Inspector 1,200,4,0,2.0
2023-07-31,Assembly A,No Defect,Night,Inspector 1,158,0,1,0.0
2023-08-01,Assembly B,Assembly Fault,Morning,Inspector 1,275,4,0,1.45
2023-08-01,Assembly B,No Defect,Night,Inspector 2,137,0,1,0.0
2023-08-02,Assembly A,No Defect,Morning,Inspector 3,205,0,1,0.0
2023-08-02,Component X,No Defect,Morning,Inspector 2,51,0,1,0.0
2023-08-02,Sub-System Z,No Defect,Afternoon,Inspector 3,174,0,1,0.0
2023-08-02,Component Y,No Defect,Night,Inspector 4,128,0,1,0.0
2023-08-03,Component Y,No Defect,Night,Inspector 2,143,0,1,0.0
2023-08-03,Component X,No Defect,Night,Inspector 1,75,0,1,0.0
2023-08-03,Sub-System Z,No Defect,Morning,Inspector 2,296,0,1,0.0
2023-08-03,Component X,No Defect,Morning,Inspector 4,197,0,1,0.0
2023-08-04,Assembly B,No Defect,Afternoon,Inspector 4,125,0,1,0.0
2023-08-04,Assembly A,No Defect,Afternoon,Inspector 4,104,0,1,0.0
2023-08-04,Assembly B,No Defect,Afternoon,Inspector 3,129,0,1,0.0
2023-08-04,Component X,No Defect,Morning,Inspector 3,291,0,1,0.0
2023-08-06,Assembly A,No Defect,Afternoon,Inspector 2,174,0,1,0.0
2023-08-06,Sub-System Z,No Defect,Afternoon,Inspector 2,107,0,1,0.0
2023-08-06,Sub-System Z,Assembly Fault,Night,Inspector 1,169,7,0,4.14
2023-08-07,Assembly A,No Defect,Afternoon,Inspector 3,171,0,1,0.0
2023-08-08,Sub-System Z,Surface Defect,Afternoon,Inspector 2,239,4,0,1.67
2023-08-08,Sub-System Z,Material Flaw,Afternoon,Inspector 3,173,9,0,5.2
2023-08-08,Sub-System Z,Dimensional Error,Night,Inspector 3,180,5,0,2.78
2023-08-09,Component Y,No Defect,Night,Inspector 4,122,0,1,0.0
2023-08-09,Assembly A,No Defect,Morning,Inspector 2,297,0,1,0.0
2023-08-09,Assembly B,No Defect,Morning,Inspector 3,101,0,1,0.0
2023-08-09,Component X,Assembly Fault,Morning,Inspector 3,51,13,0,25.49
2023-08-10,Component X,No Defect,Afternoon,Inspector 3,120,0,1,0.0
2023-08-10,Assembly A,Assembly Fault,Night,Inspector 2,198,13,0,6.57
2023-08-11,Assembly A,No Defect,Night,Inspector 1,271,0,1,0.0
2023-08-11,Assembly B,No Defect,Night,Inspector 4,176,0,1,0.0
2023-08-11,Component X,No Defect,Afternoon,Inspector 4,200,0,1,0.0
2023-08-12,Assembly B,No Defect,Night,Inspector 2,279,0,1,0.0
2023-08-13,Assembly A,Assembly Fault,Morning,Inspector 2,108,4,0,3.7
2023-08-13,Component Y,Material Flaw,Night,Inspector 1,139,14,0,10.07
2023-08-13,Assembly A,Assembly Fault,Afternoon,Inspector 1,221,10,0,4.52
2023-08-13,Assembly B,No Defect,Night,Inspector 4,150,0,1,0.0
2023-08-14,Assembly A,Material Flaw,Morning,Inspector 4,67,3,0,4.48
2023-08-14,Sub-System Z,No Defect,Afternoon,Inspector 2,231,0,1,0.0
2023-08-14,Sub-System Z,Material Flaw,Afternoon,Inspector 2,157,8,0,5.1
2023-08-15,Component X,No Defect,Morning,Inspector 4,164,0,1,0.0
2023-08-15,Assembly B,No Defect,Afternoon,Inspector 2,118,0,1,0.0
2023-08-15,Component Y,No Defect,Night,Inspector 2,220,0,1,0.0
2023-08-15,Assembly A,Assembly Fault,Afternoon,Inspector 1,111,6,0,5.41
2023-08-15,Assembly A,No Defect,Morning,Inspector 3,286,0,1,0.0
2023-08-16,Sub-System Z,Dimensional Error,Night,Inspector 1,185,5,0,2.7
2023-08-16,Assembly B,No Defect,Afternoon,Inspector 2,299,0,1,0.0
2023-08-16,Component X,Surface Defect,Afternoon,Inspector 3,234,5,0,2.14
2023-08-17,Component X,No Defect,Afternoon,Inspector 2,144,0,1,0.0
2023-08-17,Component X,Material Flaw,Night,Inspector 3,75,12,0,16.0
2023-08-18,Assembly B,Assembly Fault,Morning,Inspector 1,282,10,0,3.55
2023-08-18,Assembly B,No Defect,Morning,Inspector 2,52,0,1,0.0
2023-08-18,Assembly B,Surface Defect,Morning,Inspector 1,216,12,0,5.56
2023-08-19,Sub-System Z,No Defect,Morning,Inspector 4,62,0,1,0.0
2023-08-19,Assembly A,Material Flaw,Night,Inspector 1,112,9,0,8.04
2023-08-19,Component X,No Defect,Afternoon,Inspector 2,270,0,1,0.0
2023-08-20,Assembly B,No Defect,Night,Inspector 4,192,0,1,0.0
2023-08-20,Component X,Surface Defect,Night,Inspector 4,56,11,0,19.64
2023-08-20,Sub-System Z,Dimensional Error,Morning,Inspector 4,100,5,0,5.0
2023-08-21,Component Y,No Defect,Morning,Inspector 2,101,0,1,0.0
2023-08-21,Sub-System Z,Surface Defect,Night,Inspector 1,68,9,0,13.24
2023-08-21,Assembly B,No Defect,Afternoon,Inspector 1,274,0,1,0.0
2023-08-22,Component Y,Material Flaw,Night,Inspector 2,209,8,0,3.83
2023-08-23,Component Y,No Defect,Night,Inspector 2,270,0,1,0.0
2023-08-23,Component X,No Defect,Afternoon,Inspector 4,103,0,1,0.0
2023-08-23,Component X,Dimensional Error,Afternoon,Inspector 4,61,1,0,1.64
2023-08-24,Assembly A,Assembly Fault,Afternoon,Inspector 3,58,14,0,24.14
2023-08-25,Assembly B,No Defect,Afternoon,Inspector 4,73,0,1,0.0
2023-08-25,Assembly A,No Defect,Afternoon,Inspector 1,287,0,1,0.0
2023-08-25,Component Y,No Defect,Afternoon,Inspector 1,261,0,1,0.0
2023-08-26,Component X,Surface Defect,Afternoon,Inspector 3,194,1,0,0.52
2023-08-26,Assembly B,Material Flaw,Morning,Inspector 2,198,7,0,3.54
2023-08-27,Sub-System Z,Surface Defect,Afternoon,Inspector 2,166,5,0,3.01
2023-08-28,Component X,No Defect,Morning,Inspector 1,100,0,1,0.0
2023-08-29,Component Y,No Defect,Afternoon,Inspector 1,200,0,1,0.0
2023-08-29,Assembly B,No Defect,Afternoon,Inspector 4,180,0,1,0.0
2023-08-30,Component Y,Dimensional Error,Morning,Inspector 1,282,13,0,4.61
2023-08-30,Sub-System Z,No Defect,Afternoon,Inspector 1,222,0,1,0.0
2023-08-31,Assembly A,Surface Defect,Night,Inspector 3,275,6,0,2.18
2023-08-31,Sub-System Z,Dimensional Error,Night,Inspector 2,106,10,0,9.43
2023-09-01,Component X,No Defect,Night,Inspector 1,284,0,1,0.0
2023-09-01,Component Y,No Defect,Afternoon,Inspector 4,217,0,1,0.0
2023-09-01,Assembly B,No Defect,Morning,Inspector 4,141,0,1,0.0
2023-09-02,Assembly B,No Defect,Morning,Inspector 1,219,0,1,0.0
2023-09-03,Component Y,No Defect,Night,Inspector 2,266,0,1,0.0
2023-09-04,Component X,No Defect,Morning,Inspector 1,147,0,1,0.0
2023-09-04,Assembly B,No Defect,Afternoon,Inspector 1,233,0,1,0.0
2023-09-04,Component X,Surface Defect,Afternoon,Inspector 1,203,10,0,4.93
2023-09-04,Assembly B,No Defect,Night,Inspector 4,96,0,1,0.0
2023-09-04,Component X,No Defect,Night,Inspector 1,245,0,1,0.0
2023-09-04,Sub-System Z,No Defect,Afternoon,Inspector 4,277,0,1,0.0
2023-09-05,Component Y,No Defect,Morning,Inspector 1,219,0,1,0.0
2023-09-05,Component Y,No Defect,Afternoon,Inspector 1,197,0,1,0.0
2023-09-05,Sub-System Z,Material Flaw,Night,Inspector 1,148,11,0,7.43
2023-09-05,Sub-System Z,No Defect,Morning,Inspector 4,120,0,1,0.0
2023-09-05,Component Y,Material Flaw,Afternoon,Inspector 1,133,6,0,4.51
2023-09-05,Component Y,No Defect,Morning,Inspector 3,230,0,1,0.0
2023-09-06,Sub-System Z,Material Flaw,Night,Inspector 3,68,11,0,16.18
2023-09-06,Assembly B,Surface Defect,Afternoon,Inspector 4,55,8,0,14.55
2023-09-07,Component Y,Dimensional Error,Night,Inspector 4,116,7,0,6.03
2023-09-07,Sub-System Z,Surface Defect,Afternoon,Inspector 4,160,13,0,8.12
2023-09-07,Component Y,No Defect,Morning,Inspector 1,265,0,1,0.0
2023-09-09,Component X,Surface Defect,Night,Inspector 4,178,10,0,5.62
2023-09-10,Component Y,Material Flaw,Night,Inspector 4,263,14,0,5.32
2023-09-10,Assembly A,No Defect,Afternoon,Inspector 2,64,0,1,0.0
2023-09-10,Assembly B,No Defect,Morning,Inspector 2,169,0,1,0.0
2023-09-10,Component Y,Material Flaw,Morning,Inspector 4,208,6,0,2.88
2023-09-10,Assembly A,No Defect,Afternoon,Inspector 4,288,0,1,0.0
2023-09-10,Component X,No Defect,Night,Inspector 3,244,0,1,0.0
2023-09-10,Assembly A,No Defect,Night,Inspector 2,257,0,1,0.0
2023-09-11,Component X,No Defect,Morning,Inspector 2,293,0,1,0.0
2023-09-11,Component Y,No Defect,Night,Inspector 1,190,0,1,0.0
2023-09-11,Sub-System Z,Material Flaw,Afternoon,Inspector 1,55,9,0,16.36
2023-09-12,Component Y,No Defect,Morning,Inspector 1,279,0,1,0.0
2023-09-12,Sub-System Z,Dimensional Error,Afternoon,Inspector 2,136,10,0,7.35
2023-09-12,Component Y,Surface Defect,Morning,Inspector 2,64,11,0,17.19
2023-09-13,Component X,No Defect,Afternoon,Inspector 3,94,0,1,0.0
2023-09-14,Assembly B,No Defect,Morning,Inspector 3,109,0,1,0.0
2023-09-14,Sub-System Z,Dimensional Error,Afternoon,Inspector 1,194,5,0,2.58
2023-09-14,Assembly B,No Defect,Night,Inspector 2,224,0,1,0.0
2023-09-15,Sub-System Z,No Defect,Night,Inspector 2,273,0,1,0.0
2023-09-15,Component Y,No Defect,Morning,Inspector 3,259,0,1,0.0
2023-09-15,Component X,No Defect,Morning,Inspector 4,87,0,1,0.0
2023-09-16,Component Y,No Defect,Morning,Inspector 3,94,0,1,0.0
2023-09-16,Assembly A,No Defect,Afternoon,Inspector 1,200,0,1,0.0
2023-09-17,Sub-System Z,Material Flaw,Night,Inspector 1,269,9,0,3.35
2023-09-17,Assembly A,No Defect,Afternoon,Inspector 3,283,0,1,0.0
2023-09-17,Component Y,No Defect,Morning,Inspector 1,164,0,1,0.0
2023-09-17,Sub-System Z,No Defect,Morning,Inspector 1,172,0,1,0.0
2023-09-19,Assembly A,No Defect,Night,Inspector 2,227,0,1,0.0
2023-09-19,Component X,No Defect,Morning,Inspector 3,108,0,1,0.0
